element_id,element_type,latitude,longitude,highway,crossing,traffic_signals
11508220759,node,-27.4661083,153.0160147,crossing,traffic_signals,
11508220760,node,-27.4661129,153.0159588,crossing,traffic_signals,
11508220762,node,-27.4658682,153.0159371,crossing,traffic_signals,
11508220763,node,-27.4659421,153.0158217,crossing,traffic_signals,
11508220764,node,-27.4660556,153.0158442,crossing,traffic_signals,
11508220770,node,-27.4663109,153.0145565,crossing,traffic_signals,
11508220771,node,-27.4660619,153.0145417,crossing,traffic_signals,
11508220772,node,-27.4661224,153.014636,crossing,traffic_signals,
11508220773,node,-27.4661959,153.0146368,crossing,traffic_signals,
11508220775,node,-27.4660766,153.0144684,crossing,traffic_signals,
11508220777,node,-27.4660372,153.0127077,crossing,traffic_signals,
11508220778,node,-27.4660634,153.0126564,crossing,traffic_signals,
11508220779,node,-27.466063,153.0125221,crossing,traffic_signals,
11513521359,node,-27.4589734,152.9990603,crossing,unmarked,
11513535077,node,-27.4609134,152.9986504,crossing,unmarked,
11513535087,node,-27.4617394,152.9984923,crossing,unmarked,
11513588116,node,-27.4625625,152.9983309,crossing,unmarked,
11513588140,node,-27.460627,152.9988461,crossing,unmarked,
11513588155,node,-27.4624635,152.9984759,crossing,unmarked,
11513588156,node,-27.4624514,152.9983905,crossing,unmarked,
11513588159,node,-27.4625773,152.9984956,crossing,unmarked,
11513589747,node,-27.4672512,152.9985745,crossing,unmarked,
11513589753,node,-27.4650731,152.9993761,crossing,unmarked,
11515861106,node,-27.4705573,152.9999151,traffic_signals,,
11515861107,node,-27.4705533,152.9997165,traffic_signals,,
11515861118,node,-27.469099,153.0035172,crossing,traffic_signals,
11515861119,node,-27.4690234,153.0035682,crossing,traffic_signals,
11521060735,node,-27.4603432,153.0049397,crossing,unmarked,
11521060751,node,-27.4581346,153.0046939,crossing,unmarked,
11521060755,node,-27.4576563,153.0049288,crossing,unmarked,
11521060759,node,-27.4572577,153.0050517,crossing,unmarked,
11521060763,node,-27.4575973,153.0047811,crossing,unmarked,
11521060767,node,-27.4580722,153.004536,crossing,unmarked,
11521060792,node,-27.4598331,153.0036563,crossing,unmarked,
11562652749,node,-27.4609044,153.0004886,crossing,unmarked,
11562652750,node,-27.4609143,153.0005505,crossing,unmarked,
11780138816,node,-27.4585616,152.999783,crossing,unmarked,
11780138819,node,-27.4585206,152.9997321,crossing,unmarked,
11919612116,node,-27.466103,152.9999485,crossing,unmarked,
12034989135,node,-27.4710488,153.0025147,crossing,unmarked,
12035001425,node,-27.4683571,153.0099065,crossing,unmarked,
12035037711,node,-27.469162,153.0086601,crossing,unmarked,
12035037728,node,-27.4684002,153.0098513,crossing,unmarked,
12035044273,node,-27.4682675,153.0100328,crossing,,
12035044274,node,-27.4685235,153.0099683,crossing,,
12035044275,node,-27.4684982,153.0099919,crossing,,
12035217393,node,-27.4619971,153.0034859,crossing,unmarked,
12035217408,node,-27.4637432,153.0036862,crossing,unmarked,
12035217433,node,-27.4633735,153.0050553,crossing,unmarked,
12035293288,node,-27.4671281,153.0065036,crossing,unmarked,
12035293291,node,-27.4667956,153.0080008,crossing,unmarked,
12035293302,node,-27.4670281,153.0063059,crossing,unmarked,
12064044527,node,-27.4633181,153.0110155,traffic_signals,,
12064044539,node,-27.4633229,153.0111548,traffic_signals,,
12064044544,node,-27.4631438,153.0109384,crossing,traffic_signals,
12064044563,node,-27.4648986,153.0131774,traffic_signals,,
12064056767,node,-27.4581685,153.0118922,traffic_signals,,
12064063679,node,-27.4655834,153.0125378,crossing,unmarked,
12064063680,node,-27.4653359,153.0109157,crossing,unmarked,
12064063681,node,-27.4649119,153.0109993,crossing,unmarked,
12064063682,node,-27.4646362,153.0127897,crossing,unmarked,
12064063683,node,-27.4644218,153.0110987,crossing,unmarked,
12064063684,node,-27.4636009,153.0112452,crossing,unmarked,
12064063685,node,-27.4635832,153.0112683,crossing,unmarked,
12064063686,node,-27.4634157,153.0113325,crossing,traffic_signals,
12064063687,node,-27.4634922,153.0112568,crossing,traffic_signals,
12064063688,node,-27.4637791,153.0117606,crossing,unmarked,
12064063689,node,-27.4647699,153.0129341,crossing,unmarked,
12064063701,node,-27.4650558,153.0132911,crossing,traffic_signals,
12064063702,node,-27.4650683,153.0131444,crossing,traffic_signals,
12064063703,node,-27.465096,153.0131703,crossing,traffic_signals,
12064063704,node,-27.4649165,153.0131989,crossing,traffic_signals,
12064063705,node,-27.463227,153.0107502,crossing,traffic_signals,
12064063706,node,-27.4631561,153.0107986,crossing,traffic_signals,
12064063739,node,-27.4644727,153.013756,crossing,unmarked,
12064063759,node,-27.4629932,153.0123742,crossing,unmarked,
12064063775,node,-27.4635362,153.0153407,traffic_signals,,
12064063782,node,-27.4627979,153.0114313,crossing,unmarked,
12064063783,node,-27.4633268,153.0112789,crossing,traffic_signals,
12064063796,node,-27.4624782,153.0087807,crossing,traffic_signals,
12064063797,node,-27.4623625,153.0087437,crossing,traffic_signals,
12064063798,node,-27.4623176,153.0090159,crossing,traffic_signals,
12064063799,node,-27.4624287,153.0091031,crossing,traffic_signals,
12064063800,node,-27.4633284,153.0088238,crossing,unmarked,
12064063801,node,-27.4632923,153.0086215,crossing,unmarked,
12064063802,node,-27.4633547,153.008555,crossing,unmarked,
12064063803,node,-27.4625744,153.0087068,crossing,unmarked,
12064063809,node,-27.4620531,153.0115637,crossing,unmarked,
12064063828,node,-27.4626607,153.0143791,crossing,unmarked,
12064063831,node,-27.4632545,153.0143866,crossing,unmarked,
12064063832,node,-27.4639305,153.0143629,crossing,unmarked,
12064063833,node,-27.4635049,153.0145504,crossing,unmarked,
12064063834,node,-27.4635668,153.0153736,crossing,traffic_signals,
12064063835,node,-27.4635178,153.015481,traffic_signals,,
12064063836,node,-27.463548,153.0154867,crossing,traffic_signals,
12064063845,node,-27.4610088,153.012811,crossing,unmarked,
12064063886,node,-27.4598877,153.0119438,crossing,unmarked,
12064063887,node,-27.4599918,153.0119651,crossing,unmarked,
12064063889,node,-27.4606716,153.0128735,crossing,unmarked,
12064063890,node,-27.4603281,153.0129161,crossing,unmarked,
12064063893,node,-27.4604743,153.0141098,crossing,unmarked,
12064063896,node,-27.4605961,153.0142166,crossing,unmarked,
12064063897,node,-27.4605805,153.0144843,crossing,unmarked,
12064063898,node,-27.4612594,153.0144493,crossing,unmarked,
12064063899,node,-27.4620757,153.0143992,crossing,unmarked,
12064063901,node,-27.4616402,153.0116457,crossing,unmarked,
12064063903,node,-27.461077,153.0117569,crossing,unmarked,
12064063904,node,-27.4590925,153.0132617,crossing,unmarked,
12064154879,node,-27.4582073,153.0124164,crossing,unmarked,
12064154880,node,-27.4581463,153.0119153,crossing,traffic_signals,
12064154881,node,-27.4580374,153.0118972,crossing,traffic_signals,
12064154882,node,-27.4579471,153.0119665,crossing,traffic_signals,
12064154883,node,-27.4588329,153.012783,crossing,unmarked,
12064154884,node,-27.4587658,153.0127337,crossing,traffic_signals,
12064154885,node,-27.4587417,153.0128312,crossing,traffic_signals,
12064154886,node,-27.458627,153.0128803,crossing,traffic_signals,
12064154899,node,-27.4582758,153.0144131,crossing,unmarked,
12064154909,node,-27.4560463,153.0126769,crossing,traffic_signals,
12064154916,node,-27.4559149,153.013008,crossing,unmarked,
12064154917,node,-27.4557649,153.0129252,crossing,traffic_signals,
12064154918,node,-27.4558424,153.0129674,crossing,traffic_signals,
12064154919,node,-27.4558552,153.0126984,crossing,traffic_signals,
12064154920,node,-27.4557576,153.0128027,crossing,traffic_signals,
12124100953,node,-27.4545475,153.0067352,crossing,traffic_signals,
12124100954,node,-27.454604,153.0066724,crossing,traffic_signals,
12124100955,node,-27.4545955,153.0068593,crossing,traffic_signals,
12124100956,node,-27.4547251,153.0069739,crossing,unmarked,
12124100967,node,-27.4556242,153.0070261,crossing,unmarked,
12124100972,node,-27.455244,153.0068423,crossing,unmarked,
12124100985,node,-27.4565443,153.0089891,crossing,unmarked,
12124100994,node,-27.4563017,153.0084073,crossing,unmarked,
12124100995,node,-27.4561509,153.0080362,crossing,unmarked,
12124109908,node,-27.4567441,153.0102257,crossing,traffic_signals,
12124109911,node,-27.456812,153.0106737,crossing,unmarked,
12124109914,node,-27.457016,153.0110414,crossing,unmarked,
12124109929,node,-27.4551786,153.0083895,crossing,unmarked,
12124109930,node,-27.4565694,153.0096538,crossing,unmarked,
12124109931,node,-27.4565997,153.01003,crossing,unmarked,
12124109936,node,-27.4578519,153.0115444,crossing,unmarked,
12124192575,node,-27.4545184,153.0117067,crossing,unmarked,
12124197103,node,-27.454424,153.0117417,crossing,unmarked,
12124197104,node,-27.4545881,153.0118634,crossing,unmarked,
12124197105,node,-27.4545187,153.011088,crossing,unmarked,
12124197106,node,-27.4544237,153.0104205,crossing,unmarked,
12124197107,node,-27.4543708,153.0100305,crossing,unmarked,
12124197108,node,-27.4542789,153.0093953,crossing,unmarked,
12124197110,node,-27.4541355,153.0094267,crossing,unmarked,
12124197111,node,-27.4542259,153.009025,crossing,unmarked,
12124197116,node,-27.4551703,153.0122303,crossing,unmarked,
12126279075,node,-27.4585538,152.9994684,crossing,unmarked,
12126279097,node,-27.4591821,152.9991012,crossing,unmarked,
12133730775,node,-27.4557297,153.0042121,crossing,unmarked,
12133730777,node,-27.4555106,153.0044813,crossing,unmarked,
12133730779,node,-27.4550706,153.0045441,crossing,unmarked,
12133730798,node,-27.4557868,153.0068685,crossing,unmarked,
12133739204,node,-27.4572552,153.0054468,crossing,unmarked,
12133739205,node,-27.4572926,153.0055389,crossing,unmarked,
12133739230,node,-27.4604966,153.002613,traffic_signals,,
12133739231,node,-27.4604094,153.0024262,traffic_signals,,
12133739232,node,-27.4605548,153.0024194,traffic_signals,,
12133739256,node,-27.4599896,153.0093768,crossing,unmarked,
12133739263,node,-27.4617351,153.0092215,crossing,unmarked,
12133739281,node,-27.4610154,153.0107793,crossing,unmarked,
12133739282,node,-27.4611625,153.0107515,crossing,unmarked,
12133739283,node,-27.4609978,153.0101871,crossing,unmarked,
12133739284,node,-27.4609113,153.0101225,crossing,unmarked,
12133739285,node,-27.4609652,153.0099809,crossing,uncontrolled,
12133739286,node,-27.4610576,153.0100949,crossing,unmarked,
12133739287,node,-27.4608718,153.0093945,crossing,unmarked,
12133739288,node,-27.4609281,153.0091929,crossing,unmarked,
12133739289,node,-27.4603146,153.0094066,crossing,unmarked,
12133739290,node,-27.4603731,153.0103181,crossing,unmarked,
12133739291,node,-27.4594542,153.0100428,crossing,unmarked,
12133739292,node,-27.4592013,153.0096542,crossing,unmarked,
12133739294,node,-27.4581394,153.0111327,crossing,unmarked,
12133739295,node,-27.458193,153.0114608,crossing,unmarked,
12133739302,node,-27.4568472,153.0073895,crossing,unmarked,
12133739312,node,-27.4581734,153.0062335,crossing,unmarked,
12133739313,node,-27.4586536,153.0059934,crossing,unmarked,
12133739314,node,-27.4585906,153.0058353,crossing,unmarked,
12133739320,node,-27.4597558,153.0085633,crossing,unmarked,
12133739321,node,-27.460472,153.008219,crossing,unmarked,
12133739322,node,-27.45977,153.0064605,crossing,unmarked,
12133739323,node,-27.4594968,153.0055706,crossing,unmarked,
12133739324,node,-27.4594337,153.0054123,crossing,unmarked,
12133739325,node,-27.4590154,153.0041595,crossing,unmarked,
12133739326,node,-27.4589113,153.0041065,crossing,unmarked,
12133739327,node,-27.4589811,153.0042807,crossing,unmarked,
12133739328,node,-27.4598986,153.0038115,crossing,unmarked,
12133739333,node,-27.4604108,153.0051097,crossing,unmarked,
12133739334,node,-27.4607329,153.0059161,crossing,unmarked,
12133739335,node,-27.461511,153.0055964,crossing,unmarked,
12133739336,node,-27.457632,153.0034204,crossing,unmarked,
12133739337,node,-27.4571523,153.003661,crossing,unmarked,
12133739338,node,-27.4566951,153.0038913,crossing,unmarked,
12133739339,node,-27.4562363,153.0041178,crossing,unmarked,
12133739340,node,-27.4560864,153.0040214,crossing,unmarked,
12133739341,node,-27.4579478,153.0071423,crossing,unmarked,
12133739342,node,-27.4604464,153.0024707,crossing,traffic_signals,
12133739343,node,-27.4605369,153.0024426,crossing,traffic_signals,
12133739344,node,-27.4600092,153.0021414,crossing,unmarked,
12133739345,node,-27.4593853,153.002542,crossing,unmarked,
12133739347,node,-27.4576758,153.0013201,crossing,unmarked,
12133739348,node,-27.4584958,153.002805,crossing,unmarked,
12133739349,node,-27.4584756,153.0030191,crossing,unmarked,
12133739350,node,-27.4588397,153.0001366,crossing,unmarked,
12133739353,node,-27.4619164,153.0062567,traffic_signals,,
12133739356,node,-27.4618829,153.0064875,traffic_signals,,
12133739357,node,-27.4617558,153.006116,traffic_signals,,
12133739358,node,-27.4618947,153.0062706,crossing,traffic_signals,
12133739359,node,-27.4618705,153.0064483,crossing,traffic_signals,
12133739360,node,-27.4617658,153.0061436,crossing,traffic_signals,
12133739364,node,-27.462205,153.0074239,crossing,unmarked,
12133739365,node,-27.4619467,153.0070451,crossing,unmarked,
12208510803,node,-27.4599818,153.0149058,traffic_signals,,
12208510835,node,-27.4595974,153.0145202,crossing,traffic_signals,
12208510836,node,-27.4597728,153.0145307,crossing,traffic_signals,
12208510837,node,-27.4595579,153.0145833,crossing,traffic_signals,
12208510838,node,-27.4597606,153.0148822,crossing,traffic_signals,
12208510839,node,-27.4598091,153.0148303,crossing,traffic_signals,
12208510840,node,-27.4599581,153.0148544,crossing,traffic_signals,
12208510841,node,-27.4600052,153.0147959,crossing,traffic_signals,
12208510842,node,-27.4599048,153.0146018,crossing,traffic_signals,
12208510843,node,-27.4598695,153.0144918,crossing,traffic_signals,
12208510844,node,-27.4601023,153.0149173,crossing,unmarked,
12208510868,node,-27.4609254,153.0181251,crossing,uncontrolled,
12208510869,node,-27.4610204,153.018305,crossing,traffic_signals,
12208510870,node,-27.4609955,153.0184018,crossing,traffic_signals,
12208510871,node,-27.4608945,153.0184741,crossing,traffic_signals,
12208510890,node,-27.4598052,153.0188085,traffic_signals,,
12208510891,node,-27.459828,153.0188295,crossing,traffic_signals,
12208510894,node,-27.4600101,153.0189879,crossing,traffic_signals,
12208510897,node,-27.4598815,153.0187817,crossing,traffic_signals,
12208510903,node,-27.4593334,153.019617,traffic_signals,,pedestrian_crossing
12208510908,node,-27.4593772,153.0195573,crossing,traffic_signals,
12208510916,node,-27.4601627,153.019349,crossing,unmarked,
12208510921,node,-27.4612272,153.0193452,crossing,unmarked,
12208510922,node,-27.4609375,153.0187136,crossing,unmarked,
12208510923,node,-27.4607185,153.0186562,crossing,unmarked,
12208510924,node,-27.4607614,153.0183982,crossing,traffic_signals,
12208510925,node,-27.4607994,153.0184631,crossing,traffic_signals,
12208931286,node,-27.4616747,153.0205788,crossing,unmarked,
12208931287,node,-27.4615431,153.0201907,crossing,unmarked,
12208931288,node,-27.4602603,153.0200185,crossing,unmarked,
12247374279,node,-27.4724495,153.0137638,,,
12247374283,node,-27.4724485,153.0137492,crossing,,
12308820399,node,-27.4687389,153.0113235,crossing,traffic_signals,
12308852319,node,-27.4684334,153.0111243,crossing,traffic_signals,
12482401632,node,-27.4644617,153.0116204,crossing,unmarked,
12548021426,node,-27.4607769,153.0060252,crossing,unmarked,
12624448758,node,-27.4563575,153.0126203,crossing,unmarked,
12624448789,node,-27.4621216,153.0162162,crossing,uncontrolled,
12830255469,node,-27.4544354,153.0119078,crossing,unmarked,
12843436276,node,-27.469371,152.9984603,crossing,,
12911440336,node,-27.4679846,153.0123409,crossing,unmarked,
12911440368,node,-27.4669714,153.0143996,crossing,unmarked,
12963991087,node,-27.4660527,153.0126796,crossing,traffic_signals,
12993502975,node,-27.468061,153.0206987,traffic_signals,,signal
12993502977,node,-27.4680365,153.0205369,traffic_signals,,signal
13014867329,node,-27.4585315,152.9995207,crossing,unmarked,
13040918293,node,-27.4716173,153.0062056,,,
13040918294,node,-27.4709846,153.0071227,,,
13078941786,node,-27.4742961,153.0133182,crossing,unmarked,
13078975737,node,-27.4744555,153.0134953,crossing,unmarked,
13078975766,node,-27.4729792,153.0135546,crossing,unmarked,
13078975814,node,-27.4746942,153.013212,crossing,unmarked,
13081366005,node,-27.4703685,153.0163835,crossing,,
13088770032,node,-27.4672823,153.0197363,traffic_signals,,
13088770033,node,-27.4673021,153.0199573,traffic_signals,,
13114383489,node,-27.4655706,153.0162909,traffic_signals,,signal
13114425704,node,-27.4655069,153.0172069,traffic_signals,,signal
13152032699,node,-27.4675307,153.0110078,crossing,unmarked,
13161625411,node,-27.4728655,153.0168052,,,
13161757694,node,-27.4709156,153.0166552,crossing,unmarked,
13161757697,node,-27.4709591,153.0166752,crossing,unmarked,
13354510148,node,-27.4642572,153.0208185,crossing,unmarked,
13376875333,node,-27.4585477,153.0143078,traffic_signals,,signal
13382695048,node,-27.4713471,153.0047025,traffic_signals,,signal
13382695049,node,-27.4711921,153.004758,traffic_signals,,signal
13382695050,node,-27.4714291,153.0048589,traffic_signals,,signal
13384475096,node,-27.4636075,152.99937,traffic_signals,,signal
13384475097,node,-27.46354,152.9995188,traffic_signals,,signal
13384475098,node,-27.4636907,152.9995422,traffic_signals,,signal
13403450196,node,-27.4756302,153.0093243,traffic_signals,,signal
13403450197,node,-27.4756016,153.0095174,traffic_signals,,signal
