element_id,element_type,latitude,longitude,highway,name,maxspeed,lanes,oneway
4049694,way,-27.4674353,153.0169882,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4674691,153.0171603,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4674746,153.017241,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4674837,153.0173217,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4674988,153.0174053,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4675101,153.0174538,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4675262,153.0175049,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4675382,153.0175325,trunk,Coronation Drive,60,2,yes
4049694,way,-27.4675654,153.0175912,trunk,Coronation Drive,60,2,yes
4075774,way,-27.4576064,153.0140447,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.4576167,153.0141061,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.4576331,153.0141774,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.4576716,153.0143189,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.45769,153.0143923,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.4577023,153.0144674,motorway,Inner City Bypass,60,2,yes
4075774,way,-27.4577159,153.0145944,motorway,Inner City Bypass,60,2,yes
4327913,way,-27.4606058,153.0178411,primary_link,,60,1,yes
4327913,way,-27.4606301,153.0181003,primary_link,,60,1,yes
4327913,way,-27.4606467,153.0183377,primary_link,,60,1,yes
4327913,way,-27.4606403,153.0184005,primary_link,,60,1,yes
4327913,way,-27.4606193,153.0184626,primary_link,,60,1,yes
4327939,way,-27.4529097,153.0161465,residential,Victoria Park Road,40,2,no
4327939,way,-27.4529877,153.0161587,residential,Victoria Park Road,40,2,no
4327939,way,-27.4530152,153.0161607,residential,Victoria Park Road,40,2,no
4327939,way,-27.4539211,153.0159964,residential,Victoria Park Road,40,2,no
4327939,way,-27.4539995,153.0159822,residential,Victoria Park Road,40,2,no
4327939,way,-27.4540465,153.0159855,residential,Victoria Park Road,40,2,no
4327939,way,-27.4541812,153.015997,residential,Victoria Park Road,40,2,no
4327939,way,-27.4542004,153.0159905,residential,Victoria Park Road,40,2,no
4327939,way,-27.4542209,153.0159836,residential,Victoria Park Road,40,2,no
4327939,way,-27.4542656,153.0159871,residential,Victoria Park Road,40,2,no
4328056,way,-27.458246,153.0232581,residential,Fortescue Street,50,,no
4328056,way,-27.4583352,153.0232952,residential,Fortescue Street,50,,no
4328056,way,-27.458361,153.0233059,residential,Fortescue Street,50,,no
4328056,way,-27.4586341,153.0234088,residential,Fortescue Street,50,,no
4328056,way,-27.4588791,153.0234992,residential,Fortescue Street,50,,no
4328056,way,-27.4594917,153.0237363,residential,Fortescue Street,50,,no
4328056,way,-27.4595211,153.0237479,residential,Fortescue Street,50,,no
4328056,way,-27.4595415,153.0237527,residential,Fortescue Street,50,,no
4328056,way,-27.4595662,153.0237545,residential,Fortescue Street,50,,no
4328056,way,-27.4595883,153.0237523,residential,Fortescue Street,50,,no
4328056,way,-27.459749,153.0237235,residential,Fortescue Street,50,,no
4328056,way,-27.4598368,153.0237056,residential,Fortescue Street,50,,no
4328056,way,-27.4606,153.023566,residential,Fortescue Street,50,,no
4328056,way,-27.4606249,153.0235615,residential,Fortescue Street,50,,no
4328056,way,-27.4607085,153.0235464,residential,Fortescue Street,50,,no
4328073,way,-27.4603962,153.0214399,residential,Torrington Street,50,,no
4328073,way,-27.4603381,153.0214449,residential,Torrington Street,50,,no
4328073,way,-27.4603195,153.0214484,residential,Torrington Street,50,,no
4328073,way,-27.4587757,153.0217385,residential,Torrington Street,50,,no
4328073,way,-27.4587459,153.0217422,residential,Torrington Street,50,,no
4328073,way,-27.4587269,153.0217423,residential,Torrington Street,50,,no
4328073,way,-27.4587045,153.0217398,residential,Torrington Street,50,,no
4328073,way,-27.458634,153.021724,residential,Torrington Street,50,,no
4328074,way,-27.4608635,153.0184194,secondary,Wickham Terrace,60,2,yes
4328074,way,-27.4608945,153.0184741,secondary,Wickham Terrace,60,2,yes
4328074,way,-27.4609164,153.018513,secondary,Wickham Terrace,60,2,yes
4328074,way,-27.4610465,153.0187478,secondary,Wickham Terrace,60,2,yes
4328089,way,-27.4602401,153.0203897,residential,Parish Street,50,1,yes
4328089,way,-27.4601701,153.0204032,residential,Parish Street,50,1,yes
4328089,way,-27.4601514,153.0204067,residential,Parish Street,50,1,yes
4328089,way,-27.4590435,153.0206173,residential,Parish Street,50,1,yes
4328089,way,-27.45902,153.0206189,residential,Parish Street,50,1,yes
4328089,way,-27.4590102,153.0206185,residential,Parish Street,50,1,yes
4328089,way,-27.4589971,153.0206151,residential,Parish Street,50,1,yes
4328089,way,-27.4589327,153.0205935,residential,Parish Street,50,1,yes
4328144,way,-27.4635473,153.0174718,footway,,,,
4328144,way,-27.4635294,153.0175161,footway,,,,
4328144,way,-27.4635055,153.0175749,footway,,,,
4328144,way,-27.4634582,153.017693,footway,,,,
7791586,way,-27.4689095,152.9981558,residential,Torwood Street,50,2,no
7791586,way,-27.4689522,152.998197,residential,Torwood Street,50,2,no
7791586,way,-27.4689661,152.9982104,residential,Torwood Street,50,2,no
7791586,way,-27.4693094,152.998542,residential,Torwood Street,50,2,no
7791586,way,-27.4699462,152.9991416,residential,Torwood Street,50,2,no
7791586,way,-27.4702715,152.9994492,residential,Torwood Street,50,2,no
7791587,way,-27.4719006,152.9952599,tertiary,Haig Road,50,,no
7791587,way,-27.4718803,152.9952858,tertiary,Haig Road,50,,no
7791587,way,-27.4718607,152.9953052,tertiary,Haig Road,50,,no
7791587,way,-27.471841,152.9953177,tertiary,Haig Road,50,,no
7791587,way,-27.471819,152.9953271,tertiary,Haig Road,50,,no
7791587,way,-27.4717008,152.9953674,tertiary,Haig Road,50,,no
7791587,way,-27.4716446,152.9953877,tertiary,Haig Road,50,,no
7791587,way,-27.4710568,152.9955879,tertiary,Haig Road,50,,no
7791587,way,-27.4709176,152.9956377,tertiary,Haig Road,50,,no
7791587,way,-27.4708576,152.9956616,tertiary,Haig Road,50,,no
7791587,way,-27.4708077,152.9956921,tertiary,Haig Road,50,,no
7791587,way,-27.4707558,152.9957335,tertiary,Haig Road,50,,no
7993942,way,-27.4596024,153.0146775,primary,Countess Street,60,2,yes
7993942,way,-27.4599751,153.0147054,primary,Countess Street,60,2,yes
8014721,way,-27.4689924,153.0104287,trunk_link,,60,2,yes
8014721,way,-27.468805,153.0108022,trunk_link,,60,2,yes
8014721,way,-27.4687446,153.0109241,trunk_link,,60,2,yes
8014721,way,-27.4687252,153.0109631,trunk_link,,60,2,yes
8014721,way,-27.4687029,153.0110446,trunk_link,,60,2,yes
8014721,way,-27.468697,153.0110728,trunk_link,,60,2,yes
8014722,way,-27.4674795,153.0151451,trunk,Coronation Drive,60,6,no
8014722,way,-27.4675498,153.0147061,trunk,Coronation Drive,60,6,no
8014722,way,-27.4675745,153.0145527,trunk,Coronation Drive,60,6,no
8014722,way,-27.4676338,153.0141894,trunk,Coronation Drive,60,6,no
8014722,way,-27.4676726,153.0139437,trunk,Coronation Drive,60,6,no
8014724,way,-27.4683132,153.0181462,motorway,Riverside Expressway,70,3,yes
8014724,way,-27.4681202,153.0179588,motorway,Riverside Expressway,70,3,yes
8014724,way,-27.4680059,153.017826,motorway,Riverside Expressway,70,3,yes
8014724,way,-27.4678976,153.0176771,motorway,Riverside Expressway,70,3,yes
8014724,way,-27.4678036,153.0175229,motorway,Riverside Expressway,70,3,yes
8014724,way,-27.4677206,153.0173512,motorway,Riverside Expressway,70,3,yes
8014932,way,-27.4660401,153.0159594,primary,Saul Street,60,3,yes
8014932,way,-27.4660587,153.0159625,primary,Saul Street,60,3,yes
8014932,way,-27.4660767,153.0159633,primary,Saul Street,60,3,yes
8014932,way,-27.4660919,153.0159625,primary,Saul Street,60,3,yes
8014932,way,-27.4661129,153.0159588,primary,Saul Street,60,3,yes
8014932,way,-27.4661361,153.0159528,primary,Saul Street,60,3,yes
8014932,way,-27.4661632,153.0159436,primary,Saul Street,60,3,yes
8014932,way,-27.4661888,153.0159334,primary,Saul Street,60,3,yes
8014932,way,-27.4662203,153.0159189,primary,Saul Street,60,3,yes
8014932,way,-27.4662485,153.0159028,primary,Saul Street,60,3,yes
8014932,way,-27.4662781,153.0158843,primary,Saul Street,60,3,yes
8014932,way,-27.4662996,153.0158706,primary,Saul Street,60,3,yes
8014932,way,-27.4663186,153.0158563,primary,Saul Street,60,3,yes
8014932,way,-27.4663376,153.0158381,primary,Saul Street,60,3,yes
8014932,way,-27.4663681,153.0158027,primary,Saul Street,60,3,yes
8014932,way,-27.4664264,153.0157364,primary,Saul Street,60,3,yes
8014932,way,-27.466729,153.0153356,primary,Saul Street,60,3,yes
8014932,way,-27.4667443,153.0153157,primary,Saul Street,60,3,yes
8014932,way,-27.4667617,153.0152962,primary,Saul Street,60,3,yes
8016475,way,-27.4686854,153.0213226,primary,Turbot Street,60,3,yes
8016475,way,-27.4686292,153.0213946,primary,Turbot Street,60,3,yes
8016475,way,-27.4686086,153.021421,primary,Turbot Street,60,3,yes
8016475,way,-27.4685493,153.0214961,primary,Turbot Street,60,3,yes
8028684,way,-27.4660401,153.0159594,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4660556,153.0158442,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4660717,153.015743,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661096,153.0154605,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.466123,153.0153539,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661404,153.015236,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661471,153.0151875,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661607,153.0150591,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661711,153.0149398,secondary,Upper Roma Street,60,3,yes
8028684,way,-27.4661883,153.0147455,secondary,Upper Roma Street,60,3,yes
8030598,way,-27.4502771,153.0091509,residential,Broadhurst Street,,,
8030598,way,-27.4504518,153.009226,residential,Broadhurst Street,,,
8030598,way,-27.4504744,153.0092348,residential,Broadhurst Street,,,
8030598,way,-27.4504879,153.0092395,residential,Broadhurst Street,,,
8030598,way,-27.4505036,153.0092435,residential,Broadhurst Street,,,
8030598,way,-27.450547,153.0092513,residential,Broadhurst Street,,,
8030598,way,-27.4505718,153.0092554,residential,Broadhurst Street,,,
8030598,way,-27.4505957,153.0092603,residential,Broadhurst Street,,,
8030598,way,-27.4506219,153.0092667,residential,Broadhurst Street,,,
8030598,way,-27.450646,153.009274,residential,Broadhurst Street,,,
8030598,way,-27.4508082,153.0093255,residential,Broadhurst Street,,,
8030598,way,-27.4508412,153.0093357,residential,Broadhurst Street,,,
8030598,way,-27.4508757,153.0093483,residential,Broadhurst Street,,,
8030598,way,-27.4517148,153.0096683,residential,Broadhurst Street,,,
8030598,way,-27.4517203,153.0096706,residential,Broadhurst Street,,,
8030598,way,-27.4517266,153.0096737,residential,Broadhurst Street,,,
8030598,way,-27.4517334,153.0096782,residential,Broadhurst Street,,,
8030598,way,-27.4517419,153.0096842,residential,Broadhurst Street,,,
8030598,way,-27.4517567,153.009696,residential,Broadhurst Street,,,
8030598,way,-27.4517708,153.0097086,residential,Broadhurst Street,,,
8030598,way,-27.4518097,153.009746,residential,Broadhurst Street,,,
8035911,way,-27.4593646,153.0145714,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.4592482,153.0145542,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.4591448,153.014527,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.4590411,153.0144893,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.4589589,153.0144484,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.458886,153.0144103,primary,Kelvin Grove Road,60,2,yes
8035911,way,-27.4588197,153.0143714,primary,Kelvin Grove Road,60,2,yes
8039445,way,-27.4693819,153.0204828,primary,Turbot Street,60,1,yes
8039445,way,-27.4693576,153.0205113,primary,Turbot Street,60,1,yes
8039445,way,-27.469324,153.0205497,primary,Turbot Street,60,1,yes
8039445,way,-27.4692977,153.0205742,primary,Turbot Street,60,1,yes
8039445,way,-27.469133,153.0207802,primary,Turbot Street,60,1,yes
8039445,way,-27.4690833,153.0208364,primary,Turbot Street,60,1,yes
8039445,way,-27.4689417,153.0209932,primary,Turbot Street,60,1,yes
8039445,way,-27.4689133,153.0210241,primary,Turbot Street,60,1,yes
8039741,way,-27.4701079,152.9965749,residential,Beard Street,50,,no
8039741,way,-27.4701542,152.9966177,residential,Beard Street,50,,no
8039741,way,-27.4701672,152.9966305,residential,Beard Street,50,,no
8039741,way,-27.4705001,152.9969604,residential,Beard Street,50,,no
8039741,way,-27.4711444,152.9975725,residential,Beard Street,50,,no
8039741,way,-27.4716287,152.9980301,residential,Beard Street,50,,no
8039742,way,-27.4706981,152.9958029,residential,Bangalla Street,50,,no
8039742,way,-27.4707493,152.9958489,residential,Bangalla Street,50,,no
8039742,way,-27.4707678,152.9958656,residential,Bangalla Street,50,,no
8039742,way,-27.4723667,152.9973934,residential,Bangalla Street,50,,no
8039742,way,-27.4723818,152.9974078,residential,Bangalla Street,50,,no
8039742,way,-27.4724257,152.9974494,residential,Bangalla Street,50,,no
8039743,way,-27.4623986,153.0090054,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4625136,153.0089906,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4627539,153.0089419,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4629002,153.0089116,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4629494,153.0089009,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4633284,153.0088238,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4634198,153.0088052,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4639232,153.0086915,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4639754,153.0086841,tertiary,Castlemaine Street,60,1,yes
8039743,way,-27.4640234,153.0086638,tertiary,Castlemaine Street,60,1,yes
8039744,way,-27.4651273,153.0054979,residential,Finchley Street,50,,
8039744,way,-27.4651815,153.0055215,residential,Finchley Street,50,,
8039744,way,-27.4652005,153.0055298,residential,Finchley Street,50,,
8039744,way,-27.4656853,153.0057303,residential,Finchley Street,50,,
8039744,way,-27.4658172,153.0057872,residential,Finchley Street,50,,
8039744,way,-27.4659381,153.0058394,residential,Finchley Street,50,,
8039744,way,-27.4670281,153.0063059,residential,Finchley Street,50,,
8039744,way,-27.4670443,153.0063129,residential,Finchley Street,50,,
8039744,way,-27.4670905,153.0063325,residential,Finchley Street,50,,
8039745,way,-27.468075,153.0069118,residential,Paten Street,50,,
8039745,way,-27.46801,153.0068839,residential,Paten Street,50,,
8039745,way,-27.4679837,153.0068722,residential,Paten Street,50,,
8039745,way,-27.4677361,153.0067659,residential,Paten Street,50,,
8039745,way,-27.4671281,153.0065036,residential,Paten Street,50,,
8039745,way,-27.4671052,153.0064937,residential,Paten Street,50,,
8039745,way,-27.4670545,153.0064695,residential,Paten Street,50,,
8039746,way,-27.4675544,153.0083113,residential,Granzella Street,50,,no
8039746,way,-27.4675282,153.0083005,residential,Granzella Street,50,,no
8039746,way,-27.4675122,153.0082935,residential,Granzella Street,50,,no
8039746,way,-27.4667956,153.0080008,residential,Granzella Street,50,,no
8039746,way,-27.4667267,153.007971,residential,Granzella Street,50,,no
8039755,way,-27.4724831,153.0053078,tertiary,Park Road,40,4,no
8039755,way,-27.4726643,153.0053865,tertiary,Park Road,40,4,no
8039775,way,-27.4705001,152.9969604,residential,Vincent Street,50,,no
8039775,way,-27.4704519,152.9970244,residential,Vincent Street,50,,no
8039775,way,-27.4695991,152.9981572,residential,Vincent Street,50,,no
8039775,way,-27.469371,152.9984603,residential,Vincent Street,50,,no
8039775,way,-27.4693598,152.9984751,residential,Vincent Street,50,,no
8039775,way,-27.4693094,152.998542,residential,Vincent Street,50,,no
8039776,way,-27.4711444,152.9975725,residential,Macintosh Street,50,,no
8039776,way,-27.4710973,152.9976338,residential,Macintosh Street,50,,no
8039776,way,-27.4699958,152.9990767,residential,Macintosh Street,50,,no
8039776,way,-27.4699462,152.9991416,residential,Macintosh Street,50,,no
8063696,way,-27.4718968,153.0191953,footway,,,,
8063696,way,-27.4718526,153.0192112,footway,,,,
8063696,way,-27.4718343,153.0192473,footway,,,,
8063696,way,-27.4717691,153.0193656,footway,,,,
8063696,way,-27.4719001,153.0194582,footway,,,,
8063696,way,-27.4718822,153.0194905,footway,,,,
8081505,way,-27.4728216,153.0035804,unclassified,Graham Street,50,,
8081505,way,-27.4728512,153.0037268,unclassified,Graham Street,50,,
8081505,way,-27.472979,153.0043605,unclassified,Graham Street,50,,
8081505,way,-27.4729959,153.0044397,unclassified,Graham Street,50,,
8081505,way,-27.4730426,153.0046976,unclassified,Graham Street,50,,
8081510,way,-27.4697146,153.0080625,tertiary,Cribb Street,50,3,
8081510,way,-27.4698119,153.0081048,tertiary,Cribb Street,50,3,
8081516,way,-27.4716507,153.0049533,residential,McDougall Street,50,2,no
8081516,way,-27.4716279,153.0050175,residential,McDougall Street,50,2,no
8081516,way,-27.47162,153.0050397,residential,McDougall Street,50,2,no
8081516,way,-27.4713086,153.0059211,residential,McDougall Street,50,2,no
8081516,way,-27.4712901,153.0059726,residential,McDougall Street,50,2,no
8081516,way,-27.4712566,153.006066,residential,McDougall Street,50,2,no
8081516,way,-27.470797,153.0066464,residential,McDougall Street,50,2,no
8081516,way,-27.4707612,153.0066917,residential,McDougall Street,50,2,no
8081516,way,-27.4707239,153.0067387,residential,McDougall Street,50,2,no
8081516,way,-27.4700537,153.0075597,residential,McDougall Street,50,2,no
8081516,way,-27.4697542,153.0079673,residential,McDougall Street,50,2,no
8081516,way,-27.4697473,153.0079825,residential,McDougall Street,50,2,no
8081516,way,-27.4697391,153.0080005,residential,McDougall Street,50,2,no
8081516,way,-27.4697146,153.0080625,residential,McDougall Street,50,2,no
8081520,way,-27.4698705,153.0041919,residential,Railway Terrace,50,2,no
8081520,way,-27.4698397,153.0042821,residential,Railway Terrace,50,2,no
8081520,way,-27.4695431,153.0051575,residential,Railway Terrace,50,2,no
8081520,way,-27.4694336,153.0054641,residential,Railway Terrace,50,2,no
8081520,way,-27.4692232,153.0061197,residential,Railway Terrace,50,2,no
8081520,way,-27.4688929,153.0070574,residential,Railway Terrace,50,2,no
8081520,way,-27.4688191,153.0072712,residential,Railway Terrace,50,2,no
8081520,way,-27.4687349,153.0075217,residential,Railway Terrace,50,2,no
8081520,way,-27.4686979,153.0076248,residential,Railway Terrace,50,2,no
8081523,way,-27.4695431,153.0051575,residential,Manning Street,50,,
8081523,way,-27.4695739,153.0051705,residential,Manning Street,50,,
8081523,way,-27.4696131,153.005187,residential,Manning Street,50,,
8081523,way,-27.4699678,153.005337,residential,Manning Street,50,,
8081523,way,-27.4712494,153.0058953,residential,Manning Street,50,,
8081523,way,-27.4713086,153.0059211,residential,Manning Street,50,,
8081524,way,-27.4692232,153.0061197,residential,Walsh Street,50,2,
8081524,way,-27.4692892,153.0061469,residential,Walsh Street,50,2,
8081524,way,-27.4696369,153.0062903,residential,Walsh Street,50,2,
8081524,way,-27.4706469,153.006707,residential,Walsh Street,50,2,
8081524,way,-27.4707239,153.0067387,residential,Walsh Street,50,2,
8081526,way,-27.4688929,153.0070574,unclassified,Crombie Street,50,,
8081526,way,-27.4689659,153.0070911,unclassified,Crombie Street,50,,
8081526,way,-27.4699882,153.0075315,unclassified,Crombie Street,50,,
8081526,way,-27.4700537,153.0075597,unclassified,Crombie Street,50,,
8081552,way,-27.4682902,153.018413,motorway_link,,40,1,yes
8081552,way,-27.4682527,153.0184963,motorway_link,,40,1,yes
8096023,way,-27.4694474,153.022075,tertiary,George Street,40,3,yes
8096023,way,-27.4693897,153.0220191,tertiary,George Street,40,3,yes
8096023,way,-27.4693614,153.0219917,tertiary,George Street,40,3,yes
8096023,way,-27.4688676,153.0215094,tertiary,George Street,40,3,yes
8096023,way,-27.4687793,153.021422,tertiary,George Street,40,3,yes
8096023,way,-27.4687543,153.0213955,tertiary,George Street,40,3,yes
8096023,way,-27.4686854,153.0213226,tertiary,George Street,40,3,yes
8105121,way,-27.4520029,153.0125731,residential,School Street,,,
8105121,way,-27.4522867,153.012804,residential,School Street,,,
8105121,way,-27.4528972,153.0133067,residential,School Street,,,
8105121,way,-27.4530143,153.0133904,residential,School Street,,,
8105121,way,-27.4530386,153.0133996,residential,School Street,,,
8105121,way,-27.4530712,153.0134015,residential,School Street,,,
8105121,way,-27.4530803,153.0134011,residential,School Street,,,
8105121,way,-27.4531154,153.013399,residential,School Street,,,
8105121,way,-27.4532,153.0133844,residential,School Street,,,
8105125,way,-27.4529097,153.0161465,residential,Blamey Street,40,2,
8105125,way,-27.4528997,153.0161005,residential,Blamey Street,40,2,
8105125,way,-27.4528954,153.0160808,residential,Blamey Street,40,2,
8105125,way,-27.4528897,153.0160546,residential,Blamey Street,40,2,
8105125,way,-27.4528874,153.0159989,residential,Blamey Street,40,2,
8105125,way,-27.4528945,153.015944,residential,Blamey Street,40,2,
8105125,way,-27.4529106,153.015887,residential,Blamey Street,40,2,
8105125,way,-27.4529332,153.0158333,residential,Blamey Street,40,2,
8105125,way,-27.4529582,153.0157917,residential,Blamey Street,40,2,
8105125,way,-27.4529986,153.0157388,residential,Blamey Street,40,2,
8105125,way,-27.4531192,153.0155677,residential,Blamey Street,40,2,
8105125,way,-27.4531498,153.0155243,residential,Blamey Street,40,2,
8105125,way,-27.4531613,153.015508,residential,Blamey Street,40,2,
8105125,way,-27.4531986,153.0154551,residential,Blamey Street,40,2,
8105125,way,-27.453251,153.0153811,residential,Blamey Street,40,2,
8105125,way,-27.4532593,153.0153693,residential,Blamey Street,40,2,
8105125,way,-27.4533098,153.0152975,residential,Blamey Street,40,2,
8105125,way,-27.4533479,153.0152419,residential,Blamey Street,40,2,
8105125,way,-27.4533771,153.0151889,residential,Blamey Street,40,2,
8105125,way,-27.4533955,153.015148,residential,Blamey Street,40,2,
8105125,way,-27.4534074,153.0151064,residential,Blamey Street,40,2,
8105125,way,-27.4534175,153.0150441,residential,Blamey Street,40,2,
8105125,way,-27.4534181,153.0149817,residential,Blamey Street,40,2,
8105125,way,-27.453408,153.0148999,residential,Blamey Street,40,2,
8105125,way,-27.4533188,153.0142198,residential,Blamey Street,40,2,
8105125,way,-27.4533138,153.0141818,residential,Blamey Street,40,2,
8105125,way,-27.4533038,153.0141055,residential,Blamey Street,40,2,
8105128,way,-27.4583654,153.0126469,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4582994,153.0126729,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4582345,153.012704,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4581795,153.0127342,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4581202,153.0127738,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.458054,153.0128213,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4580033,153.012865,motorway,Inner City Bypass,60,2,yes
8105128,way,-27.4579434,153.0129228,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4576165,153.0135875,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4576081,153.0136372,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.457597,153.013728,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4575911,153.0138076,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4575914,153.0138815,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4575982,153.013975,motorway,Inner City Bypass,60,2,yes
8105129,way,-27.4576064,153.0140447,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4578709,153.0131444,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4579614,153.0130318,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4580363,153.012954,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4581256,153.0128856,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4581958,153.01284,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4582482,153.0128132,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4583554,153.0127676,motorway,Inner City Bypass,60,2,yes
8105130,way,-27.4584336,153.0127443,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576892,153.0140831,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576783,153.0140309,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576698,153.0139759,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.457664,153.0138884,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576654,153.0138066,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576706,153.013716,motorway,Inner City Bypass,60,2,yes
8105131,way,-27.4576843,153.0136192,motorway,Inner City Bypass,60,2,yes
8105133,way,-27.4570103,153.0134802,motorway_link,,60,1,yes
8105133,way,-27.4571129,153.0136347,motorway_link,,60,1,yes
8105133,way,-27.4573204,153.0137803,motorway_link,,60,1,yes
8105133,way,-27.4573843,153.0138305,motorway_link,,60,1,yes
8105133,way,-27.4574104,153.0138533,motorway_link,,60,1,yes
8105133,way,-27.4574357,153.0138852,motorway_link,,60,1,yes
8105133,way,-27.4574602,153.0139232,motorway_link,,60,1,yes
8105133,way,-27.4574831,153.0139668,motorway_link,,60,1,yes
8105133,way,-27.4575112,153.0140375,motorway_link,,60,1,yes
8105133,way,-27.4575957,153.0142998,motorway_link,,60,1,yes
8105133,way,-27.4576267,153.0143971,motorway_link,,60,1,yes
8105133,way,-27.4576484,153.0144708,motorway_link,,60,1,yes
8105133,way,-27.4577159,153.0145944,motorway_link,,60,1,yes
8105134,way,-27.457912,153.0140637,motorway_link,,60,1,yes
8105134,way,-27.4580454,153.0141869,motorway_link,,60,1,yes
8105134,way,-27.4582106,153.0143284,motorway_link,,60,1,yes
8105134,way,-27.4582415,153.0143609,motorway_link,,60,1,yes
8105134,way,-27.4582644,153.0143918,motorway_link,,60,1,yes
8105134,way,-27.4582758,153.0144131,motorway_link,,60,1,yes
8105134,way,-27.4582849,153.0144304,motorway_link,,60,1,yes
8105134,way,-27.4582973,153.0144661,motorway_link,,60,1,yes
8105134,way,-27.4583034,153.0145103,motorway_link,,60,1,yes
8105134,way,-27.4583052,153.0145549,motorway_link,,60,1,yes
8105134,way,-27.4582989,153.0146013,motorway_link,,60,1,yes
8105134,way,-27.4582854,153.0146433,motorway_link,,60,1,yes
8105134,way,-27.4582639,153.0146834,motorway_link,,60,1,yes
8105134,way,-27.4582372,153.0147164,motorway_link,,60,1,yes
8105134,way,-27.4582037,153.0147442,motorway_link,,60,1,yes
8105134,way,-27.4581678,153.0147631,motorway_link,,60,1,yes
8105134,way,-27.4581274,153.0147744,motorway_link,,60,1,yes
8105134,way,-27.4580878,153.0147764,motorway_link,,60,1,yes
8105134,way,-27.4580467,153.0147694,motorway_link,,60,1,yes
8105134,way,-27.4580094,153.0147542,motorway_link,,60,1,yes
8105134,way,-27.4579738,153.0147299,motorway_link,,60,1,yes
8105134,way,-27.4579446,153.0146999,motorway_link,,60,1,yes
8105134,way,-27.4579199,153.014662,motorway_link,,60,1,yes
8105134,way,-27.4579031,153.0146217,motorway_link,,60,1,yes
8105134,way,-27.4577759,153.014195,motorway_link,,60,1,yes
8105134,way,-27.457756,153.0141147,motorway_link,,60,1,yes
8105135,way,-27.4577316,153.0136413,motorway_link,,,1,yes
8105135,way,-27.4577441,153.013553,motorway_link,,,1,yes
8105135,way,-27.45777,153.0134341,motorway_link,,,1,yes
8105135,way,-27.4578023,153.0133302,motorway_link,,,1,yes
8105135,way,-27.4578327,153.0132439,motorway_link,,,1,yes
